perm_id,modal_label,modal_fraction,stability_score,multilabel_union
44.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
45.0,Other,0.9818652849740933,0.9818652849740933,APD;Other
46.0,Other,0.9818652849740933,0.9818652849740933,APD;Other
47.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
48.0,Other,1.0,1.0,Other
49.0,Other,1.0,1.0,Other
50.0,Other,0.9455958549222798,0.9455958549222798,APD;Other
51.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
52.0,Other,1.0,1.0,Other
53.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
54.0,Other,0.8523316062176166,0.8523316062176166,APD;FM/EM;Other
55.0,Other,1.0,1.0,Other
56.0,Other,1.0,1.0,Other
57.0,Other,1.0,1.0,Other
58.0,Other,0.7409326424870466,0.7409326424870466,FM/EM;Other
59.0,Other,1.0,1.0,Other
60.0,Other,1.0,1.0,Other
61.0,Other,1.0,1.0,Other
62.0,Other,1.0,1.0,Other
63.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
64.0,Other,1.0,1.0,Other
65.0,Other,1.0,1.0,Other
66.0,Other,1.0,1.0,Other
67.0,Other,1.0,1.0,Other
68.0,Other,1.0,1.0,Other
69.0,Other,1.0,1.0,Other
70.0,Other,0.8341968911917098,0.8341968911917098,APD;FM/EM;Other
71.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
72.0,Other,1.0,1.0,Other
73.0,Other,1.0,1.0,Other
74.0,Other,0.8523316062176166,0.8523316062176166,APD;FM/EM;Other
75.0,Other,0.9818652849740933,0.9818652849740933,APD;Other
76.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
77.0,Other,1.0,1.0,Other
78.0,Other,1.0,1.0,Other
79.0,Other,1.0,1.0,Other
80.0,Other,1.0,1.0,Other
81.0,Other,1.0,1.0,Other
82.0,Other,1.0,1.0,Other
83.0,Other,1.0,1.0,Other
84.0,Other,1.0,1.0,Other
85.0,Other,1.0,1.0,Other
86.0,Other,1.0,1.0,Other
87.0,Other,1.0,1.0,Other
88.0,Other,1.0,1.0,Other
89.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
90.0,Other,1.0,1.0,Other
91.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
92.0,Other,1.0,1.0,Other
93.0,Other,1.0,1.0,Other
94.0,Other,0.9455958549222798,0.9455958549222798,APD;Other
95.0,Other,1.0,1.0,Other
96.0,Other,1.0,1.0,Other
97.0,Other,1.0,1.0,Other
98.0,Other,0.9818652849740933,0.9818652849740933,APD;Other
99.0,Other,0.8523316062176166,0.8523316062176166,APD;FM/EM;Other
100.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
101.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
102.0,Other,1.0,1.0,Other
103.0,Other,1.0,1.0,Other
104.0,Other,1.0,1.0,Other
105.0,Other,1.0,1.0,Other
106.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
107.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
108.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
109.0,Other,1.0,1.0,Other
110.0,Other,1.0,1.0,Other
111.0,Other,1.0,1.0,Other
112.0,Other,1.0,1.0,Other
113.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
114.0,Other,1.0,1.0,Other
115.0,Other,1.0,1.0,Other
116.0,Other,1.0,1.0,Other
117.0,Other,1.0,1.0,Other
118.0,Other,1.0,1.0,Other
119.0,Other,1.0,1.0,Other
120.0,Other,1.0,1.0,Other
121.0,Other,1.0,1.0,Other
122.0,Other,1.0,1.0,Other
123.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
124.0,Other,1.0,1.0,Other
125.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
126.0,Other,1.0,1.0,Other
127.0,Other,0.8523316062176166,0.8523316062176166,APD;FM/EM;Other
128.0,Other,1.0,1.0,Other
129.0,Other,0.8523316062176166,0.8523316062176166,APD;FM/EM;Other
130.0,Other,1.0,1.0,Other
131.0,Other,1.0,1.0,Other
132.0,Other,1.0,1.0,Other
133.0,Other,0.8341968911917098,0.8341968911917098,APD;FM/EM;Other
134.0,Other,1.0,1.0,Other
135.0,Other,1.0,1.0,Other
136.0,Other,1.0,1.0,Other
137.0,Other,0.9455958549222798,0.9455958549222798,APD;Other
138.0,Other,1.0,1.0,Other
139.0,Other,1.0,1.0,Other
140.0,Other,1.0,1.0,Other
141.0,Other,1.0,1.0,Other
142.0,Other,1.0,1.0,Other
143.0,Other,1.0,1.0,Other
144.0,Other,1.0,1.0,Other
145.0,Other,0.8523316062176166,0.8523316062176166,APD;FM/EM;Other
146.0,Other,1.0,1.0,Other
147.0,Other,1.0,1.0,Other
148.0,Other,1.0,1.0,Other
149.0,Other,1.0,1.0,Other
150.0,Other,1.0,1.0,Other
151.0,Other,1.0,1.0,Other
152.0,Other,1.0,1.0,Other
153.0,Other,1.0,1.0,Other
154.0,Other,1.0,1.0,Other
155.0,Other,1.0,1.0,Other
156.0,Other,1.0,1.0,Other
157.0,Other,1.0,1.0,Other
158.0,Other,1.0,1.0,Other
159.0,Other,1.0,1.0,Other
160.0,Other,1.0,1.0,Other
161.0,Other,0.9455958549222798,0.9455958549222798,APD;Other
162.0,Other,1.0,1.0,Other
163.0,Other,1.0,1.0,Other
164.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
165.0,Other,1.0,1.0,Other
166.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
167.0,Other,1.0,1.0,Other
168.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
169.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
170.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
171.0,Other,1.0,1.0,Other
172.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
173.0,Other,1.0,1.0,Other
174.0,Other,1.0,1.0,Other
175.0,Other,1.0,1.0,Other
176.0,Other,1.0,1.0,Other
177.0,Other,0.9455958549222798,0.9455958549222798,APD;Other
178.0,Other,1.0,1.0,Other
179.0,Other,0.9818652849740933,0.9818652849740933,APD;Other
180.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
181.0,Other,1.0,1.0,Other
182.0,Other,0.9455958549222798,0.9455958549222798,APD;Other
183.0,Other,1.0,1.0,Other
184.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
185.0,Other,0.8523316062176166,0.8523316062176166,APD;FM/EM;Other
186.0,Other,1.0,1.0,Other
187.0,Other,1.0,1.0,Other
188.0,Other,1.0,1.0,Other
189.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
190.0,Other,1.0,1.0,Other
191.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
192.0,Other,1.0,1.0,Other
193.0,Other,1.0,1.0,Other
194.0,Other,1.0,1.0,Other
195.0,Other,1.0,1.0,Other
196.0,Other,0.9818652849740933,0.9818652849740933,APD;Other
197.0,Other,1.0,1.0,Other
198.0,Other,0.8341968911917098,0.8341968911917098,APD;FM/EM;Other
199.0,Other,1.0,1.0,Other
200.0,Other,1.0,1.0,Other
201.0,Other,0.9455958549222798,0.9455958549222798,APD;Other
202.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
203.0,Other,1.0,1.0,Other
204.0,Other,1.0,1.0,Other
205.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
206.0,Other,1.0,1.0,Other
207.0,Other,1.0,1.0,Other
208.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
209.0,Other,1.0,1.0,Other
210.0,Other,0.8704663212435233,0.8704663212435233,BRE;Other
211.0,Other,1.0,1.0,Other
212.0,Other,1.0,1.0,Other
213.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
214.0,Other,1.0,1.0,Other
215.0,Other,1.0,1.0,Other
216.0,Other,1.0,1.0,Other
217.0,Other,1.0,1.0,Other
218.0,Other,1.0,1.0,Other
219.0,Other,1.0,1.0,Other
220.0,Other,1.0,1.0,Other
221.0,Other,1.0,1.0,Other
222.0,Other,1.0,1.0,Other
223.0,Other,1.0,1.0,Other
224.0,Other,1.0,1.0,Other
225.0,Other,1.0,1.0,Other
226.0,Other,1.0,1.0,Other
227.0,Other,1.0,1.0,Other
228.0,Other,1.0,1.0,Other
229.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
