perm_index,dK,disp_kappa_scaled,adjacency_violations,single_move,max_block_move,order_dual_proximity,score_dir,connective_density_per_100,pos_weighted_connectives,sent_connective_sd,max_sent_connectives,cluster,x,y,z,motif
424,0.5,33.8679375964254,2,6,2,0.5,0.3114718571723326,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
425,0.5714285714285714,38.05257002855495,3,6,2,0.4285714285714285,0.2673854608871824,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
426,0.4642857142857143,30.030420273826813,2,5,2,0.5357142857142857,0.3343191477233883,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
427,0.5,27.848365108436965,4,6,2,0.5,0.3138656037697962,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
428,0.3214285714285714,20.431530449662592,2,5,2,0.6785714285714286,0.4258069465292639,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
429,0.8571428571428571,51.360680605132906,5,7,2,0.1428571428571428,0.0933536058181727,0.0,0.0,0.0,0.0,3,0.40089519117221545,-0.28072021731767816,-0.1429800265048553,GD
430,0.4285714285714285,24.443876333655624,4,6,1,0.5714285714285714,0.3585780178824197,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
431,0.75,46.84643880335433,4,6,2,0.25,0.158360078827266,0.0,0.0,0.0,0.0,3,0.3864176999336319,0.32205053485591545,0.6438475224820005,GD
432,0.5,33.91738765286035,3,6,3,0.5,0.3114556107111075,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
433,0.5714285714285714,31.102078057686,4,5,2,0.4285714285714285,0.2696031096935244,0.0,0.0,0.0,0.0,0,3.496981643894304e-17,-1.2444282740316472e-17,7.960896793248404e-18,Other
434,0.6071428571428571,37.94193756371583,4,5,1,0.3928571428571428,0.245985988280331,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,GD
435,0.4642857142857143,21.73592225739688,4,5,1,0.5357142857142857,0.3390218757806684,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
436,0.7142857142857143,38.64198538507319,5,7,1,0.2857142857142857,0.1815188834075122,0.0,0.0,0.0,0.0,0,0.043986154682178674,0.08262693975134656,-0.012216187461026106,GD
437,0.3571428571428571,16.932407487211005,2,6,4,0.6428571428571429,0.4080202700214832,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
438,0.6071428571428571,34.84005356791278,3,6,2,0.3928571428571428,0.2468749833187702,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,GD
439,0.2857142857142857,17.742203068787976,2,5,2,0.7142857142857143,0.4499136367703213,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
440,0.5,33.65255730339548,3,5,2,0.5,0.3115431596143931,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
441,0.7142857142857143,42.78321972599368,4,7,1,0.2857142857142857,0.1805644915939521,0.0,0.0,0.0,0.0,3,0.3223232069018923,0.058094799465026076,-0.15307789649780096,GD
442,0.4642857142857143,27.53708706768678,2,6,2,0.5357142857142857,0.3354454190154061,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
443,0.4642857142857143,24.78531689263456,5,5,1,0.5357142857142857,0.336941275874498,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
444,0.2857142857142857,17.390731075169807,3,4,2,0.7142857142857143,0.4503215155236574,0.0,0.0,0.0,0.0,0,3.4699934704773084e-17,-1.2710741487278341e-17,8.03196704098076e-18,Other
445,0.3571428571428571,22.936676892942327,3,4,1,0.6428571428571429,0.4024250430925556,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
446,0.3928571428571428,23.27740064211105,4,4,1,0.6071428571428571,0.3807619427706603,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
447,0.4642857142857143,33.265807155438765,3,4,2,0.5357142857142857,0.3331020159846998,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
448,0.3214285714285714,19.91313232676295,3,4,2,0.6785714285714286,0.4262695950102454,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
449,0.5714285714285714,28.43489983603324,5,7,1,0.4285714285714285,0.2707321678668004,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,FM/EM
450,0.4285714285714285,24.09908846848759,4,6,2,0.5714285714285714,0.3587939765992212,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
451,0.5357142857142857,33.83175227655228,4,5,2,0.4642857142857143,0.2900552033991816,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
452,0.5357142857142857,34.36415180084647,4,7,2,0.4642857142857143,0.28988231769589,0.0,0.0,0.0,0.0,0,3.48220137676037e-17,-1.2583343375524207e-17,7.98856766575436e-18,Other
453,0.4642857142857143,24.727027257853518,3,6,2,0.5357142857142857,0.3369764229541647,0.0,0.0,0.0,0.0,0,3.493062113846361e-17,-1.2486794041523928e-17,7.975943979122535e-18,Other
454,0.5714285714285714,34.91479194267175,2,7,3,0.4285714285714285,0.2682803294311136,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
455,0.4285714285714285,23.307041340253477,5,5,1,0.5714285714285714,0.3593132797600569,0.0,0.0,0.0,0.0,0,3.489233486857321e-17,-1.2524626774245863e-17,7.985561981890194e-18,Other
456,0.5,24.81999887613267,4,6,1,0.5,0.3154918674442604,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
457,0.3928571428571428,23.307041340253477,3,5,2,0.6071428571428571,0.3807418511886282,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
458,0.3928571428571428,23.64904537373123,3,5,1,0.6071428571428571,0.3805135232712211,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
459,0.2857142857142857,15.073479767037671,3,4,2,0.7142857142857143,0.4534571412980711,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
460,0.7142857142857143,46.93189359249536,3,7,3,0.2857142857142857,0.1797737455917434,0.0,0.0,0.0,0.0,1,-0.36315242380611606,-0.44744664670961504,0.04309640620309931,GD
461,0.4285714285714285,26.33713423090857,4,6,2,0.5714285714285714,0.3574892544977164,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
462,0.4642857142857143,30.55503249927959,2,5,2,0.5357142857142857,0.3341048378849324,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
463,0.5357142857142857,37.37229526553436,3,5,2,0.4642857142857143,0.2889956160544035,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
464,0.3928571428571428,26.639764915115045,2,4,2,0.6071428571428571,0.378757617401694,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
465,0.3928571428571428,24.443876333655624,2,6,2,0.6071428571428571,0.3800065893109912,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
466,0.5714285714285714,30.88165014742973,5,6,1,0.4285714285714285,0.2696892591687965,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
467,0.4285714285714285,24.51516624687383,4,7,2,0.5714285714285714,0.3585340934256702,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
468,0.4642857142857143,27.19947923441866,3,6,2,0.5357142857142857,0.3356132305378709,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
469,0.75,46.93962009328644,4,6,1,0.25,0.1583438291588801,0.0,0.0,0.0,0.0,3,0.4069734313771794,-0.08857381241572,-0.10004321320123646,GD
470,0.5714285714285714,34.445213048883275,4,7,2,0.4285714285714285,0.2684278788874958,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
471,0.5357142857142857,33.738020888863,5,6,1,0.4642857142857143,0.2900861893368653,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
472,0.5,27.61225999739397,4,6,2,0.5,0.3139800211530452,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
473,0.6785714285714286,33.56272615496857,4,7,2,0.3214285714285714,0.2044303040194459,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,GD
474,0.5357142857142857,28.51080631695687,3,7,2,0.4642857142857143,0.2921257854298571,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
475,0.5714285714285714,35.051913304160806,4,5,1,0.4285714285714285,0.268237968701162,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
476,0.6428571428571429,38.87238314461306,4,6,2,0.3571428571428571,0.2243177206132327,0.0,0.0,0.0,0.0,0,-0.07686141787302797,0.010945918510095316,-0.029342789758214166,GD
477,0.4285714285714285,30.04957443383829,2,5,3,0.5714285714285714,0.355739767089315,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
478,0.75,43.315560264380174,5,7,1,0.25,0.1590261749510478,0.0,0.0,0.0,0.0,1,-0.35544773378629596,-0.046566401988691414,-0.44095215493797385,GD
479,0.4285714285714285,24.43931445769964,3,5,2,0.5714285714285714,0.3585808370103449,0.0,0.0,0.0,0.0,0,3.485788505818405e-17,-1.2556516134698851e-17,7.99138649502022e-18,Other
480,0.6428571428571429,39.27273362871245,4,5,2,0.3571428571428571,0.2242179926278733,0.0,0.0,0.0,0.0,0,-0.08131049038763112,-0.021747621715325828,0.0233128384349878,GD
481,0.6785714285714286,38.90361077002737,5,7,2,0.3214285714285714,0.2028812983729251,0.0,0.0,0.0,0.0,0,0.12554480625518114,0.07993615414821993,-0.007805930191587475,GD
482,0.3928571428571428,29.41106850361892,3,4,2,0.6071428571428571,0.3774388200357605,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
483,0.3571428571428571,25.831230429037024,3,4,2,0.6428571428571429,0.4006222863390768,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
484,0.6785714285714286,42.00696648392608,5,6,1,0.3214285714285714,0.2021579616012293,0.0,0.0,0.0,0.0,0,-0.201981090112076,0.2306538874590353,0.011795641154570104,GD
485,0.5714285714285714,34.48538983551453,3,6,3,0.4285714285714285,0.2684151019132859,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
486,0.2142857142857142,12.188682993470003,2,4,2,0.7857142857142857,0.501757604296982,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,BRE
487,0.3571428571428571,23.307041340253477,3,5,2,0.6428571428571429,0.4021704226171997,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
488,0.75,40.77325444546606,3,7,2,0.25,0.159575504837005,0.0,0.0,0.0,0.0,3,0.3298709030837542,0.20042036492950413,0.2921957101021541,GD
489,0.2857142857142857,16.651235464754183,4,3,2,0.7142857142857143,0.4512327318438661,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
490,0.4285714285714285,23.53271381070288,3,5,2,0.5714285714285714,0.359161902415602,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
491,0.3571428571428571,25.831230429037024,3,4,2,0.6428571428571429,0.4006222863390768,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
492,0.7142857142857143,36.55847703668998,5,7,2,0.2857142857142857,0.1820786305246644,0.0,0.0,0.0,0.0,0,0.15100860626399057,0.027495354664326718,0.040873531008757236,GD
493,0.4642857142857143,27.718539342711736,3,5,2,0.5357142857142857,0.3353568564024907,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
494,0.6428571428571429,41.91319523593099,4,6,1,0.3571428571428571,0.2236068566010522,0.0,0.0,0.0,0.0,0,0.1683919313706109,0.08024459108204549,0.11900052383681506,GD
495,0.7142857142857143,42.43213913583909,5,7,1,0.2857142857142857,0.1806383411511483,0.0,0.0,0.0,0.0,2,0.22568672062339235,0.376124827058384,-0.003426033455095989,GD
496,0.5357142857142857,30.88165014742973,3,6,1,0.4642857142857143,0.2911178305973678,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
497,0.4642857142857143,22.318221070826024,4,7,3,0.5357142857142857,0.3385825386538178,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
498,0.4642857142857143,27.24072857889187,3,5,2,0.5357142857142857,0.3355925119544888,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
499,0.5357142857142857,28.73033936245623,3,7,1,0.4642857142857143,0.2920256981350355,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,FM/EM
500,0.5714285714285714,34.28987367579762,4,6,2,0.4285714285714285,0.2684775534264068,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
501,0.6071428571428571,38.00679258291006,4,7,2,0.3928571428571428,0.2459689099351771,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,GD
502,0.5357142857142857,31.41123407828847,4,6,1,0.4642857142857143,0.2909128284401843,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
503,0.6071428571428571,41.59533418463872,4,5,2,0.3928571428571428,0.2451049856032949,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,GD
504,0.4285714285714285,27.02938091455164,2,6,3,0.5714285714285714,0.3571278825934008,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
505,0.3928571428571428,23.09967622955009,3,4,2,0.6071428571428571,0.3808834476407182,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
506,0.4642857142857143,24.727027257853518,3,6,2,0.5357142857142857,0.3369764229541647,0.0,0.0,0.0,0.0,0,3.493062113846361e-17,-1.2486794041523928e-17,7.975943979122535e-18,Other
507,0.2857142857142857,17.06827614007252,3,4,1,0.7142857142857143,0.4507096777823128,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
508,0.4642857142857143,30.35028975080791,3,5,2,0.5357142857142857,0.3341876241575718,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
509,0.6785714285714286,39.40987916008089,3,6,2,0.3214285714285714,0.202755712422655,0.0,0.0,0.0,0.0,0,0.17175789449255408,0.005240216181778905,0.033160320155344876,GD
510,0.3214285714285714,17.222562957150455,4,4,2,0.6785714285714286,0.4290936661997708,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
511,0.6428571428571429,45.88426623055869,4,6,1,0.3571428571428571,0.2228173610866464,0.0,0.0,0.0,0.0,1,-0.26224445409875585,-0.1423044274658604,0.02440248386678452,GD
512,0.6071428571428571,41.6330439846144,4,7,2,0.3928571428571428,0.2450966793370435,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,GD
513,0.5,31.03608788729623,2,7,2,0.5,0.3124859190487681,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
514,0.7857142857142857,48.14060047853478,3,6,3,0.2142857142857142,0.1367113372437844,0.0,0.0,0.0,0.0,1,-0.3871068577494685,-0.5167548688892778,0.04267783507012828,GD
515,0.4642857142857143,30.574297717167298,2,5,3,0.5357142857142857,0.3340971033966637,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
516,0.3928571428571428,26.11852334487499,2,4,1,0.6071428571428571,0.3790357799479582,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
517,0.4285714285714285,20.18385357535549,5,4,2,0.5714285714285714,0.3617394485989719,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
518,0.6428571428571429,35.57645379381945,4,7,1,0.3571428571428571,0.2252217115875519,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,GD
519,0.6428571428571429,41.80091387010803,4,6,1,0.3571428571428571,0.2236313091301121,0.0,0.0,0.0,0.0,0,0.17038425053590261,0.09365912097733632,0.02551366657712196,GD
520,0.75,46.84643880335433,4,6,2,0.25,0.158360078827266,0.0,0.0,0.0,0.0,3,0.4259478164414947,-0.2167948882852502,0.2746507702062794,GD
521,0.5714285714285714,31.43068273249515,4,6,1,0.4285714285714285,0.2694768558840925,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
522,0.6071428571428571,38.78184612969808,2,5,2,0.3928571428571428,0.2457691232574179,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,GD
523,0.5357142857142857,27.9700983174894,5,6,1,0.4642857142857143,0.2923787686645245,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
524,0.4642857142857143,30.51226723869072,3,6,1,0.5357142857142857,0.3341220408311436,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
525,0.5,27.08559414020116,4,6,1,0.5,0.3142421768969254,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
526,0.1785714285714285,10.713719602779936,3,2,2,0.8214285714285714,0.5270051345766193,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,BRE
527,0.5,26.854912408117976,5,5,1,0.5,0.3143601241367905,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
528,0.6428571428571429,42.14398180717506,4,6,1,0.3571428571428571,0.2235569957772496,0.0,0.0,0.0,0.0,0,0.17252282613395326,-0.06303036529079396,-0.1257925530105005,GD
529,0.6071428571428571,32.1341175128303,4,7,1,0.3928571428571428,0.2477864346056847,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,GD
530,0.5714285714285714,31.645148081367704,4,7,2,0.4285714285714285,0.2693958265275573,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
531,0.3928571428571428,23.44096172989732,3,4,1,0.6071428571428571,0.380651682385517,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
532,0.3214285714285714,17.390731075169807,4,4,1,0.6785714285714286,0.4288929440950859,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
533,0.4642857142857143,22.45857400509464,3,6,2,0.5357142857142857,0.3384799062587759,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
534,0.5714285714285714,31.89194391848127,5,7,1,0.4285714285714285,0.2693038896738426,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,FM/EM
535,0.4642857142857143,24.81999887613267,3,6,1,0.5357142857142857,0.3369204388728317,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
536,0.4642857142857143,27.53237384902181,3,5,2,0.5357142857142857,0.3354477344367594,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
537,0.5714285714285714,34.445213048883275,3,7,2,0.4285714285714285,0.2684278788874958,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
538,0.3571428571428571,25.950368051402236,2,4,3,0.6428571428571429,0.4005563835749562,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
539,0.1785714285714285,11.329688136163265,2,2,2,0.8214285714285714,0.5252991637406063,0.0,0.0,0.0,0.0,0,3.45548319474968e-17,-1.2849733817400624e-17,8.068801672071544e-18,BRE
540,0.5714285714285714,34.10090255641697,4,6,1,0.4285714285714285,0.2685385755109842,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
541,0.3928571428571428,23.31155074524619,4,6,1,0.6071428571428571,0.3807387988376413,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
542,0.5,33.93232991160712,3,5,1,0.5,0.3114507105885052,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
543,0.2142857142857142,13.732310061527723,3,2,1,0.7857142857142857,0.4985797784239067,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
544,0.5714285714285714,37.5968794093944,4,6,2,0.4285714285714285,0.2675063892760441,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
545,0.4642857142857143,22.143626084831894,3,5,2,0.5357142857142857,0.3387119477903315,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
546,0.4285714285714285,26.21286149978172,4,5,1,0.5714285714285714,0.3575560748310262,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
547,0.4285714285714285,26.21286149978172,4,5,1,0.5714285714285714,0.3575560748310262,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
548,0.5357142857142857,28.33828793828994,4,7,2,0.4642857142857143,0.2922054893196685,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
549,0.6428571428571429,42.05560758056609,3,6,2,0.3571428571428571,0.2235760256406641,0.0,0.0,0.0,0.0,0,0.17203956339066562,0.02669599887438989,0.01211619228009913,GD
550,0.4642857142857143,24.727027257853518,3,6,2,0.5357142857142857,0.3369764229541647,0.0,0.0,0.0,0.0,0,3.493062113846361e-17,-1.2486794041523928e-17,7.975943979122535e-18,Other
551,0.5714285714285714,32.418146583413176,4,6,1,0.4285714285714285,0.2691124018631661,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
552,0.6785714285714286,36.40401099544447,4,7,2,0.3214285714285714,0.2035511831312919,0.0,0.0,0.0,0.0,0,-0.0791990255944107,-0.007916702737278717,-0.003687251982273668,GD
553,0.5,30.81452354878752,3,6,2,0.5,0.3125728741273337,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
554,0.7142857142857143,46.26858536692888,5,6,1,0.2857142857142857,0.1798908513317025,0.0,0.0,0.0,0.0,1,-0.40193200570933046,-0.2332456732546278,-0.42774606510110036,GD
555,0.5714285714285714,31.89194391848127,4,7,2,0.4285714285714285,0.2693038896738426,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
556,0.5357142857142857,28.37430514983279,4,7,1,0.4642857142857143,0.2921887719591164,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,FM/EM
557,0.3928571428571428,21.036890568500954,3,5,1,0.6071428571428571,0.3824370954325513,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
558,0.25,16.651235464754183,3,3,2,0.75,0.4726613032724375,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
559,0.3571428571428571,18.007635979925677,4,5,1,0.6428571428571429,0.4067584597726719,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
560,0.7142857142857143,43.913845375944085,4,6,2,0.2857142857142857,0.1803345111594465,0.0,0.0,0.0,0.0,3,0.3058630376340501,-0.3076477155889495,0.4127920157242355,GD
561,0.5357142857142857,34.71487331479307,2,5,2,0.4642857142857143,0.2897712443029412,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
562,0.2857142857142857,16.91419140966208,3,4,2,0.7142857142857143,0.4509000947586313,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
563,0.2857142857142857,17.687733559253687,2,6,2,0.7142857142857143,0.4499758433300032,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
564,0.5,30.600677946211505,3,5,2,0.5,0.3126579562843826,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
565,0.4285714285714285,26.16394501878053,3,5,2,0.5714285714285714,0.3575825444776899,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
566,0.7857142857142857,47.65435313506455,4,6,1,0.2142857142857142,0.1367926867780601,0.0,0.0,0.0,0.0,1,-0.3943209907348665,-0.6773950673707486,-0.0181292072912418,GD
567,0.4285714285714285,26.501318886297007,4,5,1,0.5714285714285714,0.3574018998432999,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
568,0.3214285714285714,18.16747991886133,3,6,1,0.6785714285714286,0.4280115368907038,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
569,0.25,12.188682993470003,3,4,2,0.75,0.4803290328684105,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
